,Date,DaySin,DayCos,Meal,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,MealNum,Item1Num,Item2Num,Item3Num,Item4Num,Item5Num,Item6Num,Item7Num,Item8Num
465,09/12/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD , PASTA SALAD (D)",EXOTIC VEGETABLE IN TOMATO BASIL SAUCE (D),GAJAR MATAR (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,119,119,118,15,1,1,6,-1
466,09/12/22,-0.433883739,-0.900968868,Snacks,CHOCOLATE MUFFIN,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,158,25,-1,-1,-1,-1,-1,-1
467,09/12/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,CREAM OF PUMPKIN (D)",HOME STYLE MIX PASTA (V),METHI ALOO (V),RED MALKA DAL (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",BALUSHAHI (D),3,159,113,66,29,1,1,7,32
468,10/12/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, GUAVA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,4,125,9,0,28,0,0
469,10/12/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,GERMAN MUSTARD POTATO SALAD(D)",PENNE IN ALFRDO SAUCE (D),BAIGAN BHARTA (V),DAL MAKHANI (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",VANILLA ICE CREAM (D),1,80,96,110,21,2,1,6,24
470,10/12/22,-0.974927912,-0.222520934,Snacks,MAGGIE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,126,25,-1,-1,-1,-1,-1,-1
471,10/12/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN SAAG WALA (NV/D),MATAR PANEER (D),RAJASTHANI DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,20,137,17,39,2,1,7,-1
472,11/12/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,BOILED EGG(E),"UTTAPHAM,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,12,139,0,0,4,0,0
473,11/12/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",CHOLEY MASALA,JERRA ALOO,MASALA CHACH (D),PEAS PULAO,AJWANI POORI,"ACHAR, PAPAD,JAGGERY",-1,1,15,115,156,35,11,29,6,-1
474,11/12/22,-0.781831482,0.623489802,Snacks,VEG NUGGETS (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,100,25,-1,-1,-1,-1,-1,-1
475,11/12/22,-0.781831482,0.623489802,Dinner,"RAW PAPAYA SALAD(N),TOM YUM SOUP",SOYA CHILLI,VEGETABLE HAKKA NOODLES,VEGETABLE MANCHURIAN,SCHEZWAN FRIED RICE,-1,-1,ASST PASTRY (D),3,127,106,137,78,20,-1,-1,41
476,12/12/22,0,1,Breakfast,CORNFLAKES,MASALA OMELETTE (E),"VEGETABLE IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,138,111,0,0,18,0,0
477,12/12/22,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",KADHAI CHICKEN (NV/D),PALAK PANEER (D),YELLOW MOONG DAL TADKA (V),STEAM RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,37,136,1,42,16,1,6,-1
478,12/12/22,0,1,Snacks,BANANA CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,128,25,-1,-1,-1,-1,-1,-1
479,12/12/22,0,1,Dinner,"GREEN SALAD, ALOO PEANUT CHAT(N)",VEG AUGRATIN (D),BHINDI DO PYAZA (V),CHANA DAL TADKA (V),VEG PULAO,TAWA ROTI,"ACHAR,JAGGERY",VANILLA ICE CREAM (D),3,129,15,75,52,6,1,7,24
480,13/12/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),BESAN CHILLA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,9,9,0,30,0,0
481,13/12/22,0.781831482,0.623489802,Lunch,"GREEN SALAD,KALA CHANA CHAT",MASALA KHICHIDI,HING DHANIYE KE CHATPATE ALOO (V),CURD (D),-,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",TRUFFLE PUDDING (D),1,111,67,141,27,18,1,6,26
482,13/12/22,0.781831482,0.623489802,Snacks,SABUDANA TIKKI (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,130,25,-1,-1,-1,-1,-1,-1
483,13/12/22,0.781831482,0.623489802,Dinner,"GREEN SALAD,CREAM OF TOMATO SOUP (D)",SAUTE VEG (V),SPINACH CORN LASAGNE (D),DAL MAKHANI (D),JEERA RICE,"TAWA ROTI,GARLIC BREAD","ACHAR,JAGGERY",-1,3,160,109,157,21,1,2,7,-1
484,14/12/22,0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),"UTTAPHAM,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,139,0,0,3,0,0
485,14/12/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MINT LACCHA ONION",CHICKEN BIRYANI (NV&D),VEGTABLE PANEER BIRYANI (D),MIRCH KA SALAN (D&P),MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,112,118,116,73,21,1,6,-1
486,14/12/22,0.974927912,-0.222520934,Snacks,MAGGIE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,126,25,-1,-1,-1,-1,-1,-1
487,14/12/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD,SWEET CORN SOUP",MAC & CHEESE (D),ALOO GOBHI MATAR (V),RED MALKA DAL (V),ONION RICE,"TAWA ROTI,GARLIC BREAD","ACHAR,JAGGERY",LEMON SOUFFLE (D),3,150,3,85,29,4,2,7,43
488,15/12/22,0.433883739,-0.900968868,Breakfast,MUESLI,BOILED EGG (E),STUFFED PARATHA,CURD (D),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,140,27,0,4,0,0
489,15/12/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, MEDITERRANEAN SALAD",PENNE ALFREDO (D),ACHARI BAIGAN (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,66,139,117,15,1,1,6,-1
490,15/12/22,0.433883739,-0.900968868,Snacks,SAMOSA,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,32,25,-1,-1,-1,-1,-1,-1
491,15/12/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,MEXICAN SALAD",SARSON KA SAAG (V),GAJAR ALOO MATAR,DAL BUKHARA (V),STEAM RICE,TAWA ROTI,"ACHAR,JAGGERY",KALA JAMUN (D),3,156,120,158,31,16,1,7,5
492,16/12/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,FRIED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,55,6,0,30,0,0
493,16/12/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, THREE BEAN SALAD",FUISSILI PASTA IN PINK SAUCE (D),CABBAGE MATAR (V),BATHUA KADHI (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,71,34,129,84,2,1,6,-1
494,16/12/22,-0.433883739,-0.900968868,Snacks,APPLE PIE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,122,25,-1,-1,-1,-1,-1,-1
495,16/12/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, SPROUT SALAD",PALAK CORN (V),DUM ALOO KASHMIRI (D),BLACK MASOOR DAL (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",CHOCOLATE MOUSSE (D),3,77,11,79,34,1,1,7,45
496,17/12/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),HASHBROWN POTATO (D),BAKED BEANS (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,142,79,0,3,0,0
497,17/12/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, PASTA SALAD (D)",MIX VEG (V),MALAI KOFTA CURRY (D),GREEN MOONG DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",FRUIT CUSTARD (D),1,107,121,59,48,2,1,6,20
498,17/12/22,-0.974927912,-0.222520934,Snacks,NUGGETS,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,161,25,-1,-1,-1,-1,-1,-1
499,17/12/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",HANDI CHICKEN (NV/D),PANEEER ROGAN JOSH (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,20,140,159,26,2,1,7,-1
500,18/12/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,EGG BHURJI (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,4,125,9,0,18,0,0
501,18/12/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),JEERA ALOO (V),CHHACH (D),STEAM RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,15,36,143,56,16,7,6,-1
502,18/12/22,-0.781831482,0.623489802,Snacks,MUFFINS (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,162,25,-1,-1,-1,-1,-1,-1
503,18/12/22,-0.781831482,0.623489802,Dinner,"KIMCHI SALAD,RAW PAPAYA SALAD(N)",STIR FRIED VEGETABLES IN SESAME SAUCE (V),VEG DUMPLING IN SOYA GARLIC SAUCE,SINGPORE CHILLI NOODLES,VEG FRIED RICE,-1,-1,STRAWBERRY ICE CREAM (D),3,163,75,160,80,12,-1,-1,17
504,19/12/22,0,1,Breakfast,CORNFLAKES,FRIED EGG (E),SUJI UPMA (N),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,150,6,0,6,0,0
505,19/12/22,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",CHICKEN KALIMIRCH (NV/N/D),MATAR PANEER (D),BLACK MASOOR DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,37,124,17,34,2,1,6,-1
506,19/12/22,0,1,Snacks,CUP CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,62,25,-1,-1,-1,-1,-1,-1
507,19/12/22,0,1,Dinner,"GREEN SALAD, LEMON CORIANDER SOUP",MIX VEGETABLE (V),LAUKI CHANA MASALA  (V),DAL PANCHMEL(V),VEGETABLE PULAO,TAWA ROTI,"ACHAR,JAGGERY",VANILLA ICE CREAM (D),3,137,125,161,85,13,1,7,24
508,20/12/22,0.781831482,0.623489802,Breakfast,MUESLI,BOILED EGG (E),"KANCHIPURAM IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,83,0,0,4,0,0
509,20/12/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, MEXICAN SALAD",HOMESTYLE MACRONI (D),ALOO HARA PYAZ (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",BESAN LADOO (D),1,50,105,132,15,1,1,6,28
510,20/12/22,0.781831482,0.623489802,Snacks,ALOO TIKI,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,138,25,-1,-1,-1,-1,-1,-1
511,20/12/22,0.781831482,0.623489802,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",SHAM SAVERA (D),BAIGAN MASALA (V),YELLOW MOONG DAL TADKA (V),ONION RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,75,141,145,42,4,1,7,-1
512,21/12/22,0.974927912,-0.222520934,Breakfast,CHOCOS,MASALA OMELLETE (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,8,55,6,0,8,0,0
513,21/12/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MINT LACCHA ONION",CHICKEN BIRYANI (NV/D),VEGTABLE PANEER BIRYANI (D),HYDERABADI DAL (V),MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,112,131,116,86,21,1,6,-1
514,21/12/22,0.974927912,-0.222520934,Snacks,FRUIT CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,10,25,-1,-1,-1,-1,-1,-1
515,21/12/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, SPROUT SALAD",PENNE PASTA IN ALFREDO SAUCE (D),GAJAR MATAR (V),RED MALKA  DAL (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",ATTA LADOO (D),3,77,126,118,87,1,1,7,15
516,22/12/22,0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),PLAIN PARATHA (V),ALOO BHAJI (D),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,23,23,0,4,0,0
517,22/12/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, THREE BEAN SALAD",FUISSILI PASTA IN PINK SAUCE (D),METHI ALOO (V),KADI PAKODA (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",SHAHI TUKDA (D),1,71,34,66,49,1,1,6,38
518,22/12/22,0.433883739,-0.900968868,Snacks,GOL GAPPE,KHATTA MEETA PANI,-1,-1,-1,-1,-1,-1,2,90,92,-1,-1,-1,-1,-1,-1
519,22/12/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,MULLIGATWANY SOUP",MAC & CHEESE (D),SOYA MATAR (V),GREEN MOONG DAL,PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,141,3,63,48,2,1,7,-1
520,23/12/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG (E),KULCHA,MATAR (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,12,50,0,6,0,0
521,23/12/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD,GREEK SALAD(D)",PENNE ARRABIATA (D),DAL MAKHANI (D),MALAI KOFTA CURRY (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",KALA JAMUN (D),1,144,13,47,44,1,1,6,5
522,23/12/22,-0.433883739,-0.900968868,Snacks,CHEESE MUSHROOM TOAST (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,145,25,-1,-1,-1,-1,-1,-1
523,23/12/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, TOMATO SOUP",VEGETABLE CORN LASAGNE (D),ALOO GOBHI ADRAKI (V),ARHAR DAL TADKA (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,143,86,108,54,1,1,7,-1
524,24/12/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI(E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,51,125,9,0,30,0,0
525,24/12/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,  MEDITERRANEAN SALAD",CABBAGE MATAR (V),ALOO PALAK (V),KALE CHANE,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,79,142,162,51,2,1,6,-1
526,24/12/22,-0.974927912,-0.222520934,Snacks,SMILEY,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,84,25,-1,-1,-1,-1,-1,-1
527,24/12/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN CURRRY (NV/N/D),KADHAI PANEER (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,20,127,7,26,2,1,7,-1
528,25/12/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),PAO (D),BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,60,17,0,4,0,0
529,25/12/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),HARE KADDU KI SABZI (V),CURD (D),ONION RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,15,36,88,27,4,7,6,-1
530,25/12/22,-0.781831482,0.623489802,Snacks,JHAL MURI CHAT (N),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,164,25,-1,-1,-1,-1,-1,-1
531,25/12/22,-0.781831482,0.623489802,Dinner,"KOREAN KIMCHI SALAD,HOT & SOUR SOUP",HONEY CHILLI POTATO (N),STIR FRIED VEGETABLES IN HOT GARLIC SAUCE,GARLIC CHILLI  NOODLES,SCHEZWAN  FRIED RICE,-,"ACHAR,JAGGERY",STRAWBERRY ICE CREAM (D),3,165,143,163,36,22,26,7,17
532,26/12/23,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),CHOCOLATE PANCAKE (D),"HONEY,CHOCOLATE SYRUP","BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,65,3,0,6,0,0
533,26/12/23,0.781831482,0.623489802,Lunch,"GREEN SALAD,ALOO PEANUT CHAT (N)",PENNE ARRABIATA (D),MALAI KOFTA CURRY (D),BLACK MALKA DAL,JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",COCONUT BURFI (D),1,166,13,59,88,1,1,7,31
534,26/12/23,0.781831482,0.623489802,Snacks,KACHORI,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,133,25,-1,-1,-1,-1,-1,-1
535,26/12/23,0.781831482,0.623489802,Dinner,"GREEN SALAD,VEGETABLE BROTH",SOYA KEEMA MATAR,BAIGAN BHARTA (V),DAL PANCHMEL,JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",-1,3,167,130,110,14,1,1,8,-1
536,27/12/23,0.974927912,-0.222520934,Breakfast,CHOCOS,MASALA OMELLETE (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,8,125,9,0,18,0,0
537,27/12/23,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MINT LACCHA ONION",CHICKEN BIRYANI (NV/D),VEGTABLE PANEER BIRYANI (D),ARHAR DAL TADKA,MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,112,131,116,46,21,1,6,-1
538,27/12/23,0.974927912,-0.222520934,Snacks,MARBLE CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,98,25,-1,-1,-1,-1,-1,-1
539,27/12/23,0.974927912,-0.222520934,Dinner,"GREEN SALAD,SWEET CORN SOUP",VEGETABLE LASAGNE (D),CABBAGE MATAR (V),DAL BHUKARA,PEAS PULAO,TAWA ROTI,"ACHAR,JAGERRY",SEWAI PAYSAM (D),3,150,144,129,74,11,1,8,21
540,28/12/23,0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),KULCHA,MATAR (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,12,50,0,3,0,0
541,28/12/23,0.433883739,-0.900968868,Lunch,"GREEN SALAD , MEXICAN SALAD",MASALA JEERA ALOO (V),RAJMA MASALA (V),CURD (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,148,145,86,27,1,1,6,-1
542,28/12/23,0.433883739,-0.900968868,Snacks,VEG BURGER (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,6,25,-1,-1,-1,-1,-1,-1
543,28/12/23,0.433883739,-0.900968868,Dinner,"GREEN SALAD,TOMATO SHORBA",SARSON KA SAAG (V),GOBHI ALOO (V),DHABA DAL,JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",GULAB JAMUN (D),3,134,120,164,8,1,1,8,25
544,29/12/23,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,55,6,0,30,0,0
545,29/12/23,-0.433883739,-0.900968868,Lunch,"GREEN SALAD,MEDITERRANEAN SALAD",HOME STYLE MACRONI (V),GAJAR MATAR (V),KADHI PAKORA(D),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,87,37,118,89,14,1,6,-1
546,29/12/23,-0.433883739,-0.900968868,Snacks,APPLE PIE (D),TEA (D)  COFFEE (D),-1,-1,-1,-1,-1,-1,2,122,59,-1,-1,-1,-1,-1,-1
547,29/12/23,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",EXOTIC VEGETABLE IN TOMATO BASIL SAUCE (D),ALOO BEANS (V),CHANA DAL TADKA,VEG PULAO,TAWA ROTI,"ACHAR,JAGERRY",STRAWBERRY ICE CREAM (D),3,75,119,165,64,6,1,8,17
548,30/12/23,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI (E),PAO (D),BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,4,60,17,0,6,0,0
549,30/12/23,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, SPROUTS SALAD",FUISSILI PASTA IN PINK SAUCE (D),MIX VEG (V),DAL MAKHANI (D),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",RICE KHEER (D),1,168,34,124,21,14,1,6,18
550,30/12/23,-0.974927912,-0.222520934,Snacks,SPINACH & CORN SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,169,25,-1,-1,-1,-1,-1,-1
551,30/12/23,-0.974927912,-0.222520934,Dinner,"GREEN SALAD,MASALA LACCHA ONION",BUTTER CHICKEN(NV/D),KADHAI PANEER (D),YELLOW MOONG DAL TADKA,PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",-1,3,1,134,7,83,2,1,8,-1
552,31/12/23,-0.781831482,0.623489802,Breakfast,CORNFLAKES,FRIED EGG (E),ALOO PARATHA (D),CURD (D),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,147,27,0,4,0,0
553,31/12/23,-0.781831482,0.623489802,Lunch,"GREEN SALAD, SIRKA ONION",PINDI CHOLEY,KHATTA MEETHA PETHA (V),BOONDI RAITA (D),PLAIN RICE,BHATURA,"ACHAR, PAPAD,JAGGERY",KESARI HALWA (D),1,20,17,13,47,2,31,6,42
554,31/12/23,-0.781831482,0.623489802,Snacks,GOL GAPPE,KHATTA MEETA PANI,-1,-1,-1,-1,-1,-1,2,90,92,-1,-1,-1,-1,-1,-1
555,31/12/23,-0.781831482,0.623489802,Dinner,"THAI CUCUMBER & CARROT SALAD,TOM YUM SOUP",VEGETABLE MANCHURIAN (V),CANTONESE STYLE VEG IN BLACK BEAN SAUCE (V),SINGAPORIAN NOODLES,VEG FRIED RICE,-1,-1,-1,3,170,146,166,90,12,-1,-1,-1
556,01/01/24,0,1,Breakfast,CORNFLAKES,BOILED EGG (E),"IDLI , SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,121,0,0,30,0,0
557,01/01/24,0,1,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN MAKHANI (NV/D),PANNER DO PYAZA (D),GREEN MOONG DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,1,147,167,48,2,1,6,-1
558,01/01/24,0,1,Snacks,BROWNIE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,82,25,-1,-1,-1,-1,-1,-1
559,01/01/24,0,1,Dinner,"GREEN SALAD , MUSHROOM SOUP (D)",MAC & CHEESE (D),VEG JALFREZI (V),RED MALKA DAL,PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",CHOCOLATE ICE CREAM (D),3,171,3,32,61,2,1,8,2
560,02/01/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,BOILED EGG(E),"UTTAPHAM,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,12,139,0,0,3,0,0
561,02/01/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",CHOLEY MASALA,JERRA ALOO,MASALA CHACH (D),PEAS PULAO,BATURE,"ACHAR, PAPAD,JAGGERY",-1,1,15,115,156,35,11,32,6,-1
562,02/01/22,-0.781831482,0.623489802,Snacks,SMILEY,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,84,25,-1,-1,-1,-1,-1,-1
563,02/01/22,-0.781831482,0.623489802,Dinner,"RAW PAPAYA SALAD(N),TOM YUM SOUP",SOYA CHILLI,VEGETABLE HAKKA NOODLES,HONEY CHILLI POTATO (N),SCHEZWAN FRIED RICE,-1,-1,ASST PASTRY (D),3,127,106,137,91,20,-1,-1,41
