,Date,DaySin,DayCos,Meal,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,MealNum,Item1Num,Item2Num,Item3Num,Item4Num,Item5Num,Item6Num,Item7Num,Item8Num
366,14/11/22,0,1,Snacks,BANANA CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,128,25,-1,-1,-1,-1,-1,-1
367,14/11/22,0,1,Dinner,"GREEN SALAD, ALOO PEANUT CHAT(N)",VEG AUGRATIN (D),KURKURI BHINDI (V),CHANA DAL TADKA (V),VEGETABLE PULAO,TAWA ROTI,"ACHAR,JAGGERY",VANILLA ICE CREAM (D),3,129,15,119,52,13,1,7,24
368,15/11/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),BESAN CHILLA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,9,9,0,3,0,0
369,15/11/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, MEDITERRANEAN SALAD",PENNE SICILIANA (D),ACHARI BAIGAN (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",KALA JAMUN (D),1,66,38,117,15,1,1,6,5
370,15/11/22,0.781831482,0.623489802,Snacks,SABUDANA TIKKI (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,130,25,-1,-1,-1,-1,-1,-1
371,15/11/22,0.781831482,0.623489802,Dinner,"GREEN SALAD,MUSHROOM SOUP (D)",SAUTE VEG (V),MAC & CHEESE (D),DAL MAKHANI (D),JEERA RICE,"TAWA ROTI,GARLIC BREAD","ACHAR,JAGGERY",-1,3,131,109,138,21,1,2,7,-1
372,16/11/22,0.974927912,-0.222520934,Breakfast,CORNFLAKES,BOILED EGG (E),"UTTAPHAM,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,139,0,0,23,0,0
373,16/11/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MINT LACCHA ONION",CHICKEN BIRYANI (NV&D),VEGTABLE PANEER BIRYANI (D),MIRCH KA SALAN (D&P),MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,112,118,116,73,21,1,6,-1
374,16/11/22,0.974927912,-0.222520934,Snacks,SWIZZ ROLL (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,104,25,-1,-1,-1,-1,-1,-1
375,16/11/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD,LEMON CORRIANDER SOUP",EXOTIC VEGETABLE IN TOMATO BASIL SAUCE (D),ALOO GOBHI MATAR (V),RED MALKA DAL (V),ONION RICE,"TAWA ROTI,GARLIC BREAD","ACHAR,JAGGERY",KESARI HALWA (D),3,132,119,85,29,4,2,7,42
376,17/11/22,0.433883739,-0.900968868,Breakfast,MUESLI,BOILED EGG (E),STUFFED PARATHA,ALOO BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,140,59,0,4,0,0
377,17/11/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD,KALA CHANA CHAT",MASALA KHICHIDI,HING DHANIYE KE CHATPATE ALOO (V),CURD (D),-,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",TRUFFLE PUDDING (D),1,111,67,141,27,18,1,6,26
378,17/11/22,0.433883739,-0.900968868,Snacks,KACHORI,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,133,25,-1,-1,-1,-1,-1,-1
379,17/11/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,TOMATO SHORBA",SARSON KA SAAG (V),NADRU KOFTA CURRY (P&D),DAL BUKHARA (V),TAWA ROTI,-1,"ACHAR,JAGGERY",-1,3,134,120,113,31,15,-1,7,-1
380,18/11/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,FRIED EGG (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,125,9,0,6,0,0
381,18/11/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, THREE BEAN SALAD",FUISSILI PASTA IN PINK SAUCE (D),CABBAGE MATAR (V),KADHI PAKODA (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,71,34,129,69,2,1,6,-1
382,18/11/22,-0.433883739,-0.900968868,Snacks,PUMPKIN PIE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,135,25,-1,-1,-1,-1,-1,-1
383,18/11/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, SPROUT SALAD",PALAK CORN (V),DUM ALOO KASHMIRI (D),BLACK MASOOR DAL (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",LEMON SOUFFLE (D),3,77,11,79,34,1,1,7,43
384,19/11/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),HASHBROWN POTATO (D),BAKED BEANS (V),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,142,79,0,23,0,0
385,19/11/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, PASTA SALAD (D)",MIX VEG (V),MALAI KOFTA CURRY (D),GREEN MOONG DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",FRUIT CUSTARD (D),1,107,121,59,48,2,1,6,20
386,19/11/22,-0.974927912,-0.222520934,Snacks,CHEESE TOAST (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,76,25,-1,-1,-1,-1,-1,-1
387,19/11/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN ROGAN JOSH (NV/D),MATAR PANEER (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,20,122,17,26,2,1,7,-1
388,20/11/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,EGG BHURJI (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,4,55,6,0,18,0,0
389,20/11/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),JEERA ALOO (V),CHHACH (D),STEAM RICE,POORI,"ACHAR, PAPAD,JAGGERY",SOOJI HALWA (D),1,15,36,143,56,16,7,6,36
390,20/11/22,-0.781831482,0.623489802,Snacks,CORN SPINACH SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,109,25,-1,-1,-1,-1,-1,-1
391,20/11/22,-0.781831482,0.623489802,Dinner,"KIMCHI SALAD,SWEET CORN SOUP",POTATO WEDGES,STIR FRIED VEGETABLES IN SESAME SAUCE (V),SINGPORE CHILLI NOODLES,VEG FRIED RICE,-1,-1,-1,3,136,123,144,80,12,-1,-1,-1
392,21/11/22,0,1,Breakfast,CHOCOS,FRIED EGG (E),VEG PEANUT POHA (P),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,16,15,9,0,24,0,0
393,21/11/22,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",CHICKEN KALIMIRCH (NV/N/D),PALAK PANEER (D),YELLOW MOONG DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,37,124,1,42,2,1,6,-1
394,21/11/22,0,1,Snacks,CUP CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,62,25,-1,-1,-1,-1,-1,-1
395,21/11/22,0,1,Dinner,"GREEN SALAD, LEMON CORIANDER SOUP",MIX VEGETABLE (V),MALAI KOFTA CURRY (D),DAL MAKHANI (D),VEGETABLE PULAO,TAWA ROTI,"ACHAR,JAGGERY",GULAB JAMUN (D),3,137,125,59,21,13,1,7,25
396,22/11/22,0.781831482,0.623489802,Breakfast,MUESLI,BOILED EGG (E),"KANCHIPURAM IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,83,0,0,4,0,0
397,22/11/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, MEXICAN SALAD",PENNE ARRABIATA (D),ALOO TAMATAR,KALE CHANE,JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",ATTA LADOO (D),1,50,13,122,51,1,1,6,15
398,22/11/22,0.781831482,0.623489802,Snacks,ALOO TIKI,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,138,25,-1,-1,-1,-1,-1,-1
399,22/11/22,0.781831482,0.623489802,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",VEG JALFREZI (V),BAIGAN MASALA (V),RED MALKA DAL (V),ONION RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,75,83,145,29,4,1,7,-1
400,23/11/22,0.974927912,-0.222520934,Breakfast,CORNFLAKES,MASALA OMELLETE (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUIT","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,8,55,6,0,25,0,0
401,23/11/22,0.974927912,-0.222520934,Lunch,GRUB FESTIVAL,FUISSILI PASTA IN PINK SAUCE (D),GAJAR MATAR (V),KADHI PAKODA (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,139,34,118,69,1,1,6,-1
402,23/11/22,0.974927912,-0.222520934,Snacks,MAGGIE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,126,25,-1,-1,-1,-1,-1,-1
403,23/11/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, SPROUT SALAD",PENNE PASTA IN ALFREDO SAUCE (D),DUM ALOO KASHMIRI (D),YELLOW DAL TADKA,JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",SEWAI PAYSAM (D),3,77,126,79,81,1,1,7,21
404,24/11/22,0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),PLAIN PARATHA (V),ALOO BHAJI (D),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,23,23,0,23,0,0
405,24/11/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, THREE BEAN SALAD",VEGETABLE KORMA (V),PALAK CORN (V),DAL MAKHANI (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",KALA JAMUN (D),1,71,104,127,21,2,1,6,5
406,24/11/22,0.433883739,-0.900968868,Snacks,CHOCOLATE BROWNIE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,140,25,-1,-1,-1,-1,-1,-1
407,24/11/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,MULLIGATWANY SOUP",MAC & CHEESE (D),BHINDI DO PYAZA (V),CHANA URAD DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",SHAHI TUKDA (D),3,141,3,75,57,2,1,7,38
408,25/11/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG (E),HASHBROWN POTATO (D),BAKED BEANS (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,142,79,0,6,0,0
409,25/11/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD,  MEDITERRANEAN SALAD",HOMESTYLE MACRONI (D),JEERA ALOO (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",PHIRNI (D),1,79,105,143,15,1,1,6,23
410,25/11/22,-0.433883739,-0.900968868,Snacks,JHAL MURI CHAT (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,142,25,-1,-1,-1,-1,-1,-1
411,25/11/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, TOMATO SOUP",VEGETABLE CORN LASAGNE (D),ALOO GOBHI MATAR (V),ARHAR DAL TADKA (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,143,86,85,54,1,1,7,-1
412,26/11/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI(E),KULCHA,MATAR (V),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,51,12,50,0,23,0,0
413,26/11/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,GREEK SALAD(D)",PINDI CHOLEY (V),HARE KADDU KI SABZI (V),CURD (D),ONION RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,144,36,88,27,4,7,6,-1
414,26/11/22,-0.974927912,-0.222520934,Snacks,PAPDI CHAT (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,57,25,-1,-1,-1,-1,-1,-1
415,26/11/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN CURRRY (NV/N/D),KADHAI PANEER (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,20,127,7,26,2,1,7,-1
416,27/11/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),PAO (D),BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,60,17,0,4,0,0
417,27/11/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",-1,-1,-1,-1,-1,-1,-1,1,15,-1,-1,-1,-1,-1,-1,-1
418,27/11/22,-0.781831482,0.623489802,Snacks,CHEESE MUSHROOM TOAST (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,145,25,-1,-1,-1,-1,-1,-1
419,27/11/22,-0.781831482,0.623489802,Dinner,"KOREAN KIMCHI SALAD,TOM YUM SOUP",EXOTIC VEG IN HOT GARLIC SAUCE (V),VEG MANCHURIAN (V),GARLIC CHILLI  NOODLES,SCHEWAN  FRIED RICE,-,"ACHAR,JAGGERY",STRAWBERRY ICE CREAM (D),3,146,128,51,36,17,26,7,17
420,28/11/22,0,1,Breakfast,CORNFLAKES,BOILED EGG (E),"IDLI , SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,121,0,0,4,0,0
421,28/11/22,0,1,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN CHETTINAD (NV/D),MATAR PANEER (D),RED MALKA DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,1,129,17,61,2,1,6,-1
422,28/11/22,0,1,Snacks,BROWNIE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,82,25,-1,-1,-1,-1,-1,-1
423,28/11/22,0,1,Dinner,"GREEN SALAD , VEGETABLE BROTH",MAC & CHEESE (D),LAUKI URAD VADI MASALA (V),BLACK MASOOR DAL,PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",CHOCOLATE ICE CREAM (D),3,147,3,80,45,2,1,8,2
424,29/11/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),CHOCOLATE PANCAKE (D),"HONEY,CHOCOLATE SYRUP","BREAD, BUTTER (D), JAM","BANANA, ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,65,3,0,24,0,0
425,29/11/22,0.781831482,0.623489802,Lunch,"GREEN SALAD , MEXICAN SALAD",ALOO CAPSICUM (V),CABBAGE MATAR (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,148,93,129,15,1,1,6,-1
426,29/11/22,0.781831482,0.623489802,Snacks,KACHORI,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,133,25,-1,-1,-1,-1,-1,-1
427,29/11/22,0.781831482,0.623489802,Dinner,"GREEN SALAD,TOMATO SHORBA",SOYA KEEMA MATAR,ACHARI BAIGAN (V),DAL PANCHMEL,JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",SOOJI HALWA (D),3,134,130,117,14,1,1,8,36
428,30/11/22,0.974927912,-0.222520934,Breakfast,CHOCOS,MASALA OMELLETE (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,8,125,9,0,18,0,0
429,30/11/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MINT LACCHA ONION",CHICKEN BIRYANI (NV/D),VEGTABLE PANEER BIRYANI (D),ARHAR DAL TADKA,MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,112,131,116,46,21,1,6,-1
430,30/11/22,0.974927912,-0.222520934,Snacks,CHOCOLATE  CUP CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,149,25,-1,-1,-1,-1,-1,-1
431,30/11/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD,SWEET CORN SOUP",SPINACH CORN LASAGNE (D),DUM ALOO KASHMIRI (D),DAL BHUKARA,PEAS PULAO,TAWA ROTI,"ACHAR,JAGERRY",RICE KHEER (D),3,150,49,79,74,11,1,8,18
432,01/12/22,0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),KULCHA,MATAR (V),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,12,50,0,23,0,0
433,01/12/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD,MEDITERRANEAN SALAD",BAKED VEGETABLES IN WHITE SAUCE (D),KALE CHANE (V),METHI ALOO (V),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",KALA JAMUN (D),1,87,90,36,82,14,1,6,5
434,01/12/22,0.433883739,-0.900968868,Snacks,VEG BURGER (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,6,25,-1,-1,-1,-1,-1,-1
435,01/12/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,MUSHROOM SOUP(D)",BHINDI DO PYAZA (V),ALOO GOBHI MATAR,DHABA DAL,JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",-1,3,151,91,146,8,1,1,8,-1
436,02/12/22,-0.433883739,-0.900968868,Breakfast,CHOCOS,BOILED EGG (E),ALOO PARATHA (D),CURD (D),"BREAD, BUTTER (D), JAM","BANANA,GUAVA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,147,27,0,27,0,0
437,02/12/22,-0.433883739,-0.900968868,Lunch,"THAI CUCUMBER AND CABBAGE SALAD , TOM YUM SOUP",STIR FRIED VEGETABLES IN BLACK BEAN SAUCE (N),HONEY CHILLI POTATO (N),VEG HAKKA NOODLES,VEG FRIED RICE,-1,-1,-1,1,152,132,148,65,12,-1,-1,-1
438,02/12/22,-0.433883739,-0.900968868,Snacks,MARBLE CAKE (D),TEA (D)  COFFEE (D),-1,-1,-1,-1,-1,-1,2,98,59,-1,-1,-1,-1,-1,-1
439,02/12/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",ALOO HARE PYAZ KI SUBZI (V),SARSON KA SAAG (V),DAL MAKHANI (D),VEG PULAO,TAWA ROTI,"ACHAR,JAGERRY",VANILA ICE CREAM (D),3,75,133,149,21,6,1,8,3
440,03/12/22,-0.974927912,-0.222520934,Breakfast,CORNFLAKES,EGG BHURJI (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,4,55,6,0,18,0,0
441,03/12/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, ALOO PEANUT CHAT (N)",FUISSILI PASTA IN PINK SAUCE (D),MIX VEG (V),SINDHI KADHI (D),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",COCONUT LADOO (D),1,121,34,124,53,14,1,6,6
442,03/12/22,-0.974927912,-0.222520934,Snacks,SMILEY,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,84,25,-1,-1,-1,-1,-1,-1
443,03/12/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD,MASALA LACCHA ONION",BUTTER CHICKEN(NV/D),KADHAI PANEER (D),YELLOW MOONG DAL TADKA,PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",-1,3,1,134,7,83,2,1,8,-1
444,04/12/22,-0.781831482,0.623489802,Breakfast,CHOCOS,MASALA OMELLETE (E),PAO (D),BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,8,60,17,0,23,0,0
445,04/12/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, SIRKA ONION",PINDI CHOLEY,KHATTA MEETHA PETHA (V),BOONDI RAITA (D),PLAIN RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,20,17,13,47,2,7,6,-1
446,04/12/22,-0.781831482,0.623489802,Snacks,GOL GAPPE,KHATTA MEETA PANI,-1,-1,-1,-1,-1,-1,2,90,92,-1,-1,-1,-1,-1,-1
447,04/12/22,-0.781831482,0.623489802,Dinner,"GREEN SALAD,SPROUT SALAD",HOME STYLE MACRONI (V),MALAI KOFTA CURRY (D),CHANA DAL TADKA,JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",FRUIT CUSTARD (D),3,89,37,59,64,1,1,7,20
448,05/12/22,0,1,Breakfast,CORNFLAKES,MASALA OMELLETE (E),SUJI UPMA (N),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,8,150,6,0,18,0,0
449,05/12/22,0,1,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN CURRY (NV/D),PANEER KALI MIRCH (D),BLACK MALKA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,1,114,151,10,2,1,6,-1
450,05/12/22,0,1,Snacks,MARBLE CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,98,25,-1,-1,-1,-1,-1,-1
451,05/12/22,0,1,Dinner,"GREEN SALAD , ALOO PEANUT CHAT (N)",BAKED VEGETABLES IN WHITE SAUCE (D),PALAK CORN (V),DHABA DAL (V),PLAIN RICE,"TAWA ROTI,GARLIC BREAD","ACHAR,JAGGERY",SHEER KHURMA (D),3,153,90,127,26,2,2,7,39
452,06/12/22,0.781831482,0.623489802,Breakfast,MUESLI,BOILED EGG(E),"MASALA IDLI, SAMBHAR (V)",COCONUT  CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, GUAVA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,12,152,68,0,28,0,0
453,06/12/22,0.781831482,0.623489802,Lunch,"GREEN SALAD,MEDITERRANEAN SALAD (D)",MAC & CHEESE (D),SOYA CHAP MASALA (D&P),KALE CHANE,JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,124,3,102,51,1,1,6,-1
454,06/12/22,0.781831482,0.623489802,Snacks,STUFFED KULCHA (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,120,25,-1,-1,-1,-1,-1,-1
455,06/12/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, MULLIGATWANY SOUP",KURKURI BHINDI(V),ALOO MATAR TAMATAR (D),DAL TADKA (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",KESARI HALWA (D),3,154,135,130,24,1,1,7,42
456,07/12/22,0.974927912,-0.222520934,Breakfast,CHOCOS,FRIED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,16,55,6,0,23,0,0
457,07/12/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD, SIRKA ONION",KADHAI CHICKEN (NV/D),PANEER BUTTER MASALA (D),YELLOW MOONG DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,20,136,72,1,2,1,6,-1
458,07/12/22,0.974927912,-0.222520934,Snacks,JHAL MURI (N),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,155,25,-1,-1,-1,-1,-1,-1
459,07/12/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD,MEXICAN SALAD",FUISSILI PASTA IN PINK SAUCE (D),SARSON KA SAAG  (V),CHANA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",FRUIT CUSTRAD (D),3,156,34,131,67,2,1,7,44
460,08/12/22,0.433883739,-0.900968868,Breakfast,CORNFLAKES,EGG BHURJI (E),METHI PARATHA,ALOO BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,4,153,59,0,4,0,0
461,08/12/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, SPROUT SALAD",PENNE NEPOLITANA (D),GOBHI ADRAKI (V),KADHI PAKODA (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,77,112,154,69,2,1,6,-1
462,08/12/22,0.433883739,-0.900968868,Snacks,VEG PIZZA (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,157,25,-1,-1,-1,-1,-1,-1
463,08/12/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,VEGETABLE SOUP",MIX VEG (V),LAUKI URAD VADI MASALA (D),DAL BUKHARA,ONION RICE,TAWA ROTI,"ACHAR,JAGGERY",BOONDI LADOO (D),3,123,121,155,58,4,1,7,34
464,09/12/22,-0.433883739,-0.900968868,Breakfast,MUESLI,BOILED EGG(E),MOONG DAL CHILA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, ORANGE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,12,133,9,0,24,0,0
